,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
523,Data Scientist,-1,"Get To Know Voice

At Voice, we are on a mission to take social media back from big tech. Voice is the first social media platform that empowers communities to self-govern, champions realness and respects user data.

Description

We're seeking an experienced data scientist to deliver data insight to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you'd expect, but a natural curiosity and creative mind that's not so easy to find. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within.

This is an exciting opportunity to join a thriving, well-funded startup with big ambitions. In addition to doing ground breaking work, this role will be pivotal in establishing a culture of openness, positive communication, and continuous learning. We are looking for the best and brightest to take our platform to the next level. Are you that person? Let's talk.

Responsibilities:
Identify and integrate new datasets, working closely with the engineering team to strategize and execute the development of data products.
Implement analytical models into production by collaborating with software developers and machine learning engineers.
Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries.
Communicate analytic solutions and implement improvements as needed to operational systems.
Other duties as assigned.
Qualifications
Bachelor's degree in Statistics, Applied Mathematics, or related discipline
3 to 6 years of practical experience in data science (compensation scales accordingly)
Proficiency with data mining, mathematics, and statistical analysis
Advanced pattern recognition and predictive modeling experience
Experience with data visualization, analytics platforms and basic programming languages (i.e., Java/Python, SAS)
Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects",3.4,"Voice
3.4","Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
524,Data Scientist,-1,"Job Description
Data Scientist, Clearance Required – TS/SCI w/Polygraph

Please note, this position requires all candidates to currently possess an active Top-Secret SCI Clearance with a Polygraph. This position is not an opportunity to be sponsored or nominated for a government security clearance.
The Challenge:

We encode mission critical software for our partners who analyze more than 25 petabytes of data a day. We ingest millions of signals confidentially utilizing our sensible solutions that identify and respond to attacks before they are even executed. We incorporate automated tools and cutting-edge technology that saves lives and protects property of everyday people. With our technology we are looking to refine our software to more securely protect, analyze, and increase the number of petabytes we work with.
How We Meet the Challenge:

A combination of utilizing the right people and giving them the tools, resources, support, and freedom to develop effective signal processing algorithms, excellent software, and use strong intuition on what works for a scalable system.
Minimum Qualifications:
A current Top-Secret/SCI government security clearance with polygraph is required.
Demonstrated professional experience using the scripting language Python.
Demonstrated experience with machine learning.
Demonstrated professional experience with analytic methods and tools in: applied mathematics, data modeling or probability and statistics.
Demonstrated experience using advanced Microsoft Excel methods.
Demonstrated professional experience with SQL in Oracle.
Demonstrated experience presenting complex, technical findings.
Demonstrated experience working with diverse data types.
Demonstrated professional experience with version control systems, such as Github.
Demonstrated experience with data science techniques or formal data science training.

Bonus Points:

Demonstrated experience with developing data visualizations.
Demonstrated experience with creative problem solving skills to address procedural and administrative issues within the assigned problem set.
Demonstrated experience with web analytics processing and procedures.
Demonstrated familiarity with Amazon Web Services infrastructure.
Demonstrated familiarity with Amazon Web Services’ native data science capabilities.


As a Data Scientist, You Will:
Use advanced Microsoft Excel methods.
Present complex and technical findings
Work with diverse data types


Work Site: Greater Ft. Meade, MD area.

To Learn More About Our Team and Solutions, Check Out the Following:

Corporate Website: www.ssati.com
GlassDoor Page: https://www.glassdoor.com/Overview/Working-at-SSATI-EI_IE1260475.11,16.htm
Indeed Page: https://www.indeed.com/cmp/Ssati/reviews
LinkedIn Page: https://www.linkedin.com/company/ssati/
Facebook Page: https://www.facebook.com/ssati2003/
Twitter Page: https://twitter.com/ssati2003?lang=en


At Sensible Solutions and Technologies, Inc. (SSATI), we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our services, and our community. SSATI is honored to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.",5.0,"SSATI
5.0","McLean, VA","Annapolis Junction, MD",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (CAD),-1
525,Data Scientist,"$71K-$120K
(Glassdoor Est.)","Mission Essential is currently seeking Data Scientists to handle raw data (e.g. structured, unstructured, and mixed datasets), and analyze data through the application of various
statistical techniques or tools.

Description:

Requirements:

·

TS/SCI Clearance

""}, ""job_location_latitude"":{""raw"":""38.8903694152832""}, ""job_location_longitude"":{""raw"":""-77.0319595336914

·

Familiar with programming languages
such as, but not limited to: R, SAS,
Python, MatLab, SQL, Hive, Pig, and Spark.

·

Experienced in working
with and exploiting big data; distributed computing; predictive modelling; mathematics; statistics; machine learning;
story-telling; and visualization.

·

Demonstrated ability
to extract meaning
from and interpret data using
a variety of tools and methods
from statistics and machine learning.

·

Ability to collect,
clean, and mung data in a timely
manner as part of a cross-functional team in an intelligence, or related, environment.

·

Possesses strong working
knowledge of the Microsoft
Office suite, including
Access, Excel

·

PhD, OR Master’s degree and 2 years of relevant experience, OR Bachelor’s
degree and 4 years of relevant experience, OR Associate’s degree and 6 years of
relevant experience, OR a High School Diploma/GED and 8 years of relevant
experience

·

Relevant certifications desired.",3.8,"Mission Essential
3.8","Washington, DC","Columbus, OH",1001 to 5000 employees,2004,Company - Private,Aerospace & Defence,Aerospace & Defence,$100 to $500 million (CAD),-1
526,Data Scientist,-1,"*Job Title:**Data Scientist**Department/Function:**Information Technology**Job Description:****Data Scientist- Erlanger, KY**This is an exempt level position**Position Summary:**The Data Scientist is adept at using large data sets to find opportunities for manufacturing and process optimization and using models to test the effectiveness of different courses of action. You should have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/crafting algorithms and creating/running simulations. Should have a confirmed ability to drive business results with their data-based insights and be comfortable working with a wide range of partners and functional teams, all while having a real passion for discovering solutions hidden in large data sets and working with partners to improve business outcomes.**Job Responsibilities:**+ In this role, you are required to use advanced mathematical models, operations research techniques, simulation and have strong intuition for business to deliver insight, recommendations and solutions to address manufacturing and business challenges+ Develop custom data models and algorithms to apply to data sets+ Manages individual analyses and provides clear communications of findings and recommendations+ You will present compelling, validated stories to all levels of organization, including peers, senior management and internal customers to drive both strategic and operational changes in business+ Works independently to structure analyses and develop insights. Organizes materials to facilitate reviews, quality checks, and presentation of findings. Presents findings to project leadership and/or business leaders as required+ Demonstrates strong business insight and understanding of manufacturing and finance concepts+ Performs other job-related duties as necessary**Job Requirements:**+ Experience and passion for solving analytical problems involving big data sets using quantitative approaches to generate insights from data+ Demonstrable knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks+ Demonstrable knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications+ Proficient in R and Python+ The ideal candidate must possess a flexible work style - working effectively with minimal oversight and within a team environment, leading and influencing people at varying levels of responsibility+ Strong business aptitude, the ability to rapidly learn new problem domains, and become conversant in the domain with subject matter experts+ Preferred extensive experience in manufacturing, preferably in multiple locations+ Excellent written and verbal communication skills for coordinating across teams+ A drive to learn and master new technologies and techniques+ Creative, proactive, bold and out-of-box thinking**Educational Requirements:**+ MS or PhD in Engineering, Statistics, Applied Mathematics, Computer Science, or other technical disciplineRelocation assistance may be available with this position.This position offers a complete benefit package, including 401K/ESOP, pension, health, life and dental insurance.ADM requires the successful completion of a pre-employment drug screen and a background check.ADM is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability and veteran status.**City:**Erlanger**State:**KY - Kentucky**Ref ID:**\#LI-NA2**EEO:**ADM is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability and veterans status.**About ADM::**At ADM, we unlock the power of nature to provide access to nutrition worldwide. With industry-advancing innovations, a complete portfolio of ingredients and solutions to meet any taste, and a commitment to sustainability, we give customers an edge in solving the nutritional challenges of today and tomorrow. We're a global leader in human and animal nutrition and the world's premier agricultural origination and processing company. Our breadth, depth, insights, facilities and logistical expertise give us unparalleled capabilities to meet needs for food, beverages, health and wellness, and more. From the seed of the idea to the outcome of the solution, we enrich the quality of life the world over. Learn more at www.adm.com.",3.5,"ADM
3.5","Erlanger, KY","Lodi, Italy",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
527,Data Scientist,"$82K-$133K
(Glassdoor Est.)","Job Description
Amida Technology Solutions is a DC-based technology company focused on solutions for data interoperability, data utility, and data security. We create open-source solutions that collect, reconcile, transform, and standardize data for business intelligence, predictive analytics, decision support, and user transactions. We specialize in taking data from inception to impact.

Our team is comprised of creative, forward thinkers who are passionate about using cutting edge technology to make a difference in people's lives and have a positive impact on our country. We offer an entrepreneurial, high growth environment that values fresh ideas, candid conversations, and authentic teamwork.

Amida is currently looking for a Data Scientist to join our team in Washington, DC. In this role you will work across our client engagements, providing expertise in data collection, data analysis, data mapping, data profiling, data mining, and data modeling. You will be responsible for inspecting, cleansing, transforming, and modeling data and will address issues related to data completeness and quality, as well as contribute to and produce technical and data process documentation.

What you will be doing:
Prepare and conduct analyses and studies, needs assessment, and requirements analysis to align systems and solutions
Apply analytical methodologies and principles to meet client needs.
Prepare forecast and analyze trends, develops and analyze metrics, and prepares reports and recommendations.
Implement NLP models for extracting medical information from unstructured notes.
You will also be responsible for focusing on business performance, project analysis, internal control, risk assessment, and support of project objectives.
Required Skills:
M.S. and/or PhD in a quantitative field such as Computer Science, Statistics, or Mathematics (or related)
8+ years of recent professional experience in data science, data mining, data analysis, business process analysis, and/or healthcare analytics
3+ years of experience using SQL to evaluate data
5+ years working with Machine Learning and/or Natural Language Processing (particular Named Entity Recognition) methodologies
5+ years of programming experience in a subset of Python
Prior experience working with Healthcare data, or in the Healthcare field
Ability to conduct data profiling and predictive analysis using a variety of standard tools
Experience with data visualization tools and methodologies
Excellent ability to communicate concisely and effectively with software engineers and clients
Ability to obtain a Public Trust security clearance
Preferred Skills:
Exposure to Amazon Web Services (AWS) and cloud-based systems
Previous experience working with government clients such as Dept. of Defense (DoD) or Dept. of Veterans Affairs (VA)
Prior experience with metadata management to include meta-tagging
Previous experience working in an Agile Team setting and using Agile management tools such as Jira
Experience conducting business process analysis to identify gaps and inefficiencies
Ability to uncover data-driven insights using statistical analysis or predictive analytics
Experience with machine learning, natural language, and statistical analysis methods to include classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and/or validation methods
xZmV891UXQ",2.5,"Amida Technology Solutions
2.5","Washington, DC","Washington, DC",1 to 50 employees,2013,Company - Private,IT Services,Information Technology,$10 to $25 million (CAD),-1
528,Data Scientist/Engineer,-1,"Job Description Columbus, Ohio Engineering - Full-Time Seamless.AI delivers the world's best sales leads. Maximize revenue, increase sales and acquire your total addressable market instantly using artificial intelligence. Join us on our rocket ship to impact 1 billion people and add to our 20,000 companies and users who are generating hundreds of millions in sales for free at Seamless.AI . Request a demo here The Data Scientist will be the 'go to person' on our rapidly expanding engineering team solving all our data science challenges for billions of data points related to the world's business contacts and company profiles. The primary role of the data scientist is to improve the accuracy of our data recommendations that predicts every professional's emails, phone numbers and websites with the highest level and degree of accuracy possible. This person will have an opportunity to solve significant data problems that are positively impacting millions of business professionals and helping the world connect to opportunity and each other faster than ever before. Responsibilities Develop the strategy and execution roadmap to improve our company records data set and make recommendations to improve our company profile data accuracy Develop the strategy and execution roadmap to improve our contact records data set and make recommendations to improve our contact profile data accuracy Build and release models that elevate our data quality and accuracy Work with enormous data sets to find correlations and signals amongst all the noise to improve our contact profile and company profile prediction accuracy. Our database has billions of records extracted from the web. Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcingcollection, ground truth generation, normalization, transformation, etc. Collaborate with colleagues with engineering, QA and business backgrounds Build, measure, analyze and optimize machine learning and statistical models that will have a direct impact on the Seamless.AI contact and company profiles. Identify and communicate opportunities to apply data science and machine learning to product design and processes. Identify, communicate, and create innovative solutions for product design, processes, and business problems by using advanced machine learning, statistical modeling and optimization techniques. Test and evaluate the quality of algorithms using statistical methods. Experiment, review, and improve the existing analytics and machine learning models as Seamless evolves. Lead internal tactical and strategic projects and reports project progress for quality, deliverables and cost to VP of Operations. Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine learning and data science. Mentor and guide other team members and colleagues in the domain area as owner of data science projects end-to-end. Minimum Qualifications 3 - 5+ years of professional (not academic) experience in data science andor big data. Expert knowledge of data science, predictive modeling, statistics and machine learning in general. Deep experience with algorithms, statistics, and data analytics. A Data Geek - we're looking for people who love data, and who are comfortable working with numbers and patterns. If you like to solve puzzles in your free time, this is the right opportunity for you! Experienceknowledge in our more major technical programming languages and cloud computing ( Node.JS , PostgreSQL, AWS) Strategic thinker and problem solver to develop data science strategies as a principal data scientist. Background in making impactful data decisions with hundreds of millions of data points quickly and efficiently. Analytical and detail oriented with the ability to prioritize, execute and deliver projects accurately and on time. Committed leader and team player who can work autonomously in data science responsibilities, be proactive, take ownership over the success of their projects, and work hard to support those around them. Drive and leadership skills to help build and manage team of data analysts. Must be comfortable with unstructured, fast moving and constantly evolving high growth environment. Solid communication and writing skills to effectively communicate with business and data science leaders on project status, timeline, strategy, ideas and technical results. Self-motivated and able to work efficiently with both on-location and remote teams. M.S. focused on Data Science or related field Desired but not required Knowledge and experience in marketing channel optimization, customer behaviorjourney modeling and prediction, product recommendation systems, online testing and etc. is highly desired. Background in handling multi-terabyte size datasets in the cloud. Proficient in computer software development, web development and engineering. Experience working with distributed systems and grid computing. Data security knowledge, risk, compliance (ie. GDPR, etc...). Experience working in online products or SaaS based products. Prior work at a fast paced early stage start up. Disclaimer This is a full-time position that ideally be located in our Columbus, Ohio office. We are open to assisting with relocation and willing to discuss US remote for the right candidate. Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the US. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. No Recruiters. This is an internal position our internal team is hiring for. Pay, Perks Such At Seamless, we love to celebrate our diverse group of hardworking employees and it shows. We're proud to say Seamless.AI was recognized as a one of the Top Most Promising and Fastest Growing Start up by VentureOhio. Our CEO, Brandon Bornancin, was also named 2018 Sales Development Thought Leader of the Year. We pride ourselves on our collaborative culture that pervasive throughout every step of a Seamless employee's journey. Starting with our interviews and continuing through Daily Standup sessions, collaboration is at the heart of working at Seamless. We offer a full slate of benefits including competitive salaries, world-class health benefits, flexible vacation time, paid time off, remote flexibility and numerous other benefits to improve company culturemorale. And... we offer some not-so-standard, extra-fun benefits, including learning development programs to improve your skills, an office ping-pong table, pool table, arcade basketball, DJ booth, and of course, fully stocked fridges and free coffee. ) Take the chance to contribute to an upbeat, fully engaged culture that's addicted to winning. We value diversity and believe forming teams in which everyone can be their authentic self is key to our success. We encourage people from underrepresented backgrounds and different industries to apply. Come join us, and find out what the best work of your career could look like here at Seamless. Disclaimer This is a full-time position that ideally would be located in our Columbus, Ohio office but for the right candidate we would be open to full US remote. We are open to assisting with relocation and willing to discuss for some positions. Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the US. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. No Recruiters. This is an internal position our internal team is hiring for.",4.9,"Seamless AI
4.9","Columbus, OH","Columbus, OH",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
529,Principal Data Scientist - Machine Learning,"$118K-$187K
(Glassdoor Est.)","Are you a highly experienced Data Scientist with exceptional machine learning skills and experience supporting critical initiatives focused on improving various customer and financial metrics?

Do you thrive in an environment where you not only dive deep to find data driven insights, but craft meaningful and articulate recommendations that can be discussed and acted upon with your peers?

Do you love the idea of functioning as key member of our Data Platform team, and serving as a subject matter expert to various functional business partners?

If “yes”, then the Principal Data Scientist position here at Constant Contact may be just what you’re looking for.

What you’ll do:
Analyze customer data aimed at improving customer retention and to drive customer engagement strategies
Work with the business to develop data based inquiries, and conduct data exploration and data mining to determine drivers of retention and customer value.
Design and evaluate test and learn campaigns aimed at improving customer retention, engagement and success while optimizing business KPIs
Partner closely with business stakeholders to ensure insights are leading to action and measuring the business impact
Who you are:
MS or PhD degree in Data Science
Demonstrated expertise with machine learning methods is a must - optimization, metrics, vision-based models
Extensive experience with multiple Big Data platforms such as Hadoop, Spark, AWS and Google Cloud
Proven experience developing data visualizations to enable data exploration, illustrate an insight or tell a story
Experience with Python, Scala and/or R
Practical knowledge applying analytical techniques such as survival and failure analysis, regression, decision trees, segmentation, clustering, and other techniques to describe patterns and make predictions with real-world data
Understanding of sampling and testing methodology including A/B splits and multivariate testing
Strong communicator with demonstrated experience translating analytic findings to business insights and influencing business stakeholders to drive action and improved business performance
Comfortable interacting with senior leadership
*This position will be remote to start, onsite in Waltham in the future
Why you’ll love us:
It’s all onsite. We have dry cleaning, a barber shop, a full service cafeteria, and even Boston Sports Clubs (at a discounted rate for our fitness fanatics!)
Abundant fun. Golf Club, kickball and softball leagues, Mario Kart and bubble hockey tournaments, three wheeler races, and Friday beer cart - there’s a way for everyone to let loose
Local pride. We’re wicked proud, which means when any of our teams - Bruins, Patriots, Red Sox, Celtics, and Revolution - kick off their season, you can bet there’s going to be a party to cheer them on. Go ahead and wear your jersey to work
Dine al fresco. Our gorgeous patios make for rejuvenating lunch and coffee breaks
It’s super easy to get here. We offer a subsidized shuttle from the Alewife T stop if you prefer public transportation, and we have plenty of free onsite parking, too
We’ve got you covered. From 401k, generous PTO, tuition reimbursement, casual dress code and excellent medical, dental, and vision - we’re there for you!
REQ ID 4281",3.6,"Constant Contact
3.6","Waltham, MA","Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Drip, iContact, Mailchimp"
530,Data Scientist,"$112K-$147K
(Glassdoor Est.)","About Hive

Hive is a full-stack deep learning platform helping to bring companies into the AI era. We take complex visual challenges and build custom machine learning models to solve them. For AI to work, companies need large volumes of high quality training data. We generate this data through Hive Data, our proprietary data labeling platform with over 1,000,000 globally distributed workers, generating millions of high quality pieces of data per day. We then use this training data to build machine learning models for verticals such as Media, Autonomous Driving, Security, and Retail. Today, we work with some of the largest companies in the world to redefine how they think about unstructured visual data. Together, we build solutions that incorporate AI into their businesses to completely transform industries.

We are fortunate that investors like Peter Thiel (Founders Fund), General Catalyst, 8VC, and others see Hive's potential to be groundbreaking in AI business solutions. We have over 160 talented individuals globally in our San Francisco and Delhi offices. Please reach out if you are interested in joining the AI revolution!

Data Scientist Role

In order to execute our vision, we need to grow our team of best-in-class machine learning engineers. We are looking for developers who are excited about staying at the forefront of deep learning technology, prototyping state-of-the-art neural net models and launching these models into production. We value hard workers who have no qualms working with terabyte-scale datasets, who are interested in learning new technologies at all levels of the machine learning stack, and who move fast and take ownership of their projects. Our ideal candidate has experience creating a working machine learning-powered project from the ground up, contributes innovative ideas and ingenious implementations to the team, and is capable of planning out scalable, maintainable data pipelines.
Responsibilities
Everything involved in analyzing a production data set, including:
Writing code to transform massive raw data output into a structured, usable form
Leveraging more traditional machine learning techniques to uncover hidden relationships in our data sets
Conducting statistical analysis of results to prove / disprove hypotheses, and
Write up reports that our other team members can use to deliver in a product
Interface closely with the Product, Business Development, and Sales teams to answer questions about our data sets that our customers and partners are seeking solutions for
Requirements
You have an undergraduate or graduate degree in computer science or similar technical field, with significant coursework in mathematics or statistics
You have 1-2 years of industry data science experience
You have successfully worked with complex data sets and are familiar with Hadoop / Spark
You know the ins and outs of Python, especially as it applies to the above data processing frameworks
You are capable of quickly coding and prototyping data pipelines involving any combination of Python, Node, bash, and linux command-line tools, especially when applied to large data sets consisting of millions of files
You have a working knowledge of the following technologies, or are not afraid of picking them up on the fly: C++, Scala / Spark, R, Matlab, SQL, Cassandra, Docker
You are comfortable with running and interpreting common statistical tests, and also with common data science techniques including dimensionality reduction and supervised and unsupervised learning
You have great communication skills and ability to work with others
You are a strong team player, with a do-whatever-it-takes attitude
What We Offer You

We are a group of ambitious individuals who are passionate about creating a revolutionary machine learning company. At Hive, you will have a significant career development opportunity and a chance to contribute to one of the fastest growing AI startups in San Francisco. The work you do here will have a noticeable and direct impact on the development of Hive.

Our benefits include competitive pay, equity, health / vision / dental insurance, catered lunch and dinner, a corporate gym membership, etc.

Thank you for your interest in Hive.",2.0,"Hive (CA)
2.0","San Francisco, CA","Los Angeles, CA",Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1
531,Data Scientist,-1,"Position Description


Data Scientist
Location


National Capital Region, VA

Job Code

122

# of openings

1

Apply Now

Overview:

Based in Northern, VA, Axiologic Solutions LLC has opportunities for you to become part of our high-quality team that delivers innovative solutions to key federal clients. We are currently seeking a Data Scientist to oversee and manage complex, state of the art, new unique programs and projects related to information technology.

Responsibilities:
Develop and presents issues, conclusions, and recommendations to senior leadership based on reviews and evaluations.
Directs and conducts analysis of requirements pertaining to Agency programs and objectives.
Examines policies to identify those affecting programs and determines approaches to resolving issues
Identify problem areas, define the nature and scope of the problem and objectives sought.
Work with a team to design, implement, and maintain new systems.
Provide guidance to the customer on best-practices.
Perform other duties as assigned.
Qualifications:
Must have an active/current TS/SCI and be able to pass a CI Poly.
Approximately ten (10) years of experience in information systems development, focused on processing large volume, near-real time data feeds to meet data analytics and security requirements.
Experience and knowledge of tools associated with counterintelligence and HUMINT collectors.
Bachelor's Degree in computer science, information systems management, mathematics, engineering, or other relevant discipline.
Knowledge of web services feeds.
Demonstrated work experience in architecting new system solutions using current technologies, as well as transitioning existing systems into modern technologies without negatively impacting operational and compliance requirements.
Demonstrated experience performing data assessment, data engineering, modeling and analytics to enable new methodologies for end user analysts, data scientists, etc.
Demonstrated experience as a SME to prioritize and meet tactical and strategic requirements for frameworks and systems to process data.
Demonstrated experience in information systems development across the IT lifecycle, with a focus on systems to perform high volume and velocity data processing on disparate data types/formats.
Demonstrated experience architecting and delivering automated and scalable data process monitoring and data quality systems and processes.
Must be a diverse thinker and be able to work in a large group setting.
Write and edit technical documents and reports;
Write, edit, and produce contents for contract deliverables: reports, training materials, presentation slides, letters, fact sheets, diagrams, and capability.
Effectively communicate project expectations to team members and stakeholders in a timely and clear fashion.
Communicate formally and informally through existing forums to stakeholders at all levels, including senior leadership.
AWS, Atlassian Suite products like Jira/Confluence and AWS Cloud experience desired.
Work Environment:
This is a full-time position, requiring 40 hours per week Monday through Friday within the contract hours of 6:00 a.m. to 6:00 p.m.
Travel Requirements:
Travel may be required both inside and outside the Washington National Capital Region (NCR).
Equal Opportunity Employer–minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.

Applicants with a physical or mental disability, who require a reasonable accommodation for any part of the application or hiring process, may e-mail their request to Jennifer.chavira@axiologicsolutions.com, call 571-758-3780, or visit our office at 8280 Willow Oaks Corp. Dr. Suite 450, Fairfax Virginia for assistance. Determinations on request for reasonable accommodation will be made on a case-by-case basis.",4.5,"Axiologic Solutions
4.5","Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defence,Aerospace & Defence,Unknown / Non-Applicable,-1
532,Data Scientist,-1,"Job Description
Data Scientist – Simply Biotech

Are you looking for a new career opportunity with an exciting biotech company?! Then we have got the right team for you! In this role, you are responsible for the duties listed below.

Immediate opening for a Data Scientist in Palo Alto, CA who possess:
PhD in a quantitative field in the natural or social sciences e.g. statistics, economics, genetics, political science, etc.
Significant experience in R or Python
Proficiency working in Linux environment
Strong fundamentals in machine learning
Email your resumes to ajones@simplybiotech.com or call 858.251.3562

FULL DESCRIPTION: As a (Senior) Data Scientist, you will lead the development of modern statistical and experimental methodologies to discover actionable insights in our clinical and biological data. These insights will feed directly into our products and support our research and development efforts. You will work closely with an inter-disciplinary team of laboratory scientists, data scientists, and engineers to ensure the company meets its key milestones and objectives as well as identify additional opportunities where data science can bring real business value. You will also have the advantageous opportunity to collaborate on the data generation process itself.

The selected candidate will further possess:
Expertise in applied statistics
Experience working with datasets that cannot fit in a typical personal computer’s memory
Proficiency writing high-quality code, using version control, and maintaining documentation
Ability to communicate and collaborate with an inter-disciplinary team
Ability to translate business-level objectives to data science objectives
Experience with clinical or biological data e.g. genomics, proteomics, imaging, EMR
Experience with association studies in biological domains e.g. GWAS
Experience with study designs for assessing diagnostic tests
For immediate and confidential consideration, please email your resume to ajones@simplybiotech.com or call 858.251.3562

More information can be found at www.SimplyBiotech.com
Company Description
We are Kinetic Personnel Group! As our name implies, we are dedicated to keeping your career in motion by connecting exceptional candidates with great companies. We work with companies across a variety of industries both, locally and nationwide to keep their businesses moving forward. Our customers are established Organizations; large and small; in the private, public, and municipalities sectors. We partner with them to staff for a broad range of positions and across various functionalities, such as:

Accounting/Finance

Information Technology

Sales/ Customer Service

Engineering Disciplines

Manufacturing

Administration

Logistics

Benefits offered by Kinetic Personnel Group: Medical, Dental, Vision, Sick Pay, Longevity Pay, and Holiday Pay",4.8,"Simply Biotech
4.8","Palo Alto, CA","San Diego, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
